Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Id
Tom Scheffler,39,6.9,1.3,0.5,1.3,41.2,0.0,0.0,,0.3,0.5,50.0,0.5,1.5,1.9,0.3,0.2,0.3,0.4,0.0,397
Rick Carlisle,38,4.7,1.8,0.7,1.8,38.8,0.0,0.1,0.0,0.4,0.4,88.2,0.2,0.3,0.6,0.7,0.1,0.0,0.5,1.0,399
Ralph Sampson*,82,32.8,21.0,8.7,16.7,52.3,0.0,0.0,25.0,3.5,5.3,66.1,3.6,7.6,11.1,2.0,0.8,2.4,3.6,1.0,400
Steve Stipanovich,81,30.0,12.0,4.8,10.1,48.0,0.0,0.2,18.8,2.3,3.0,75.3,1.4,5.5,6.9,2.1,0.9,0.8,2.0,1.0,401
Ennis Whatley,80,27.0,8.4,3.3,7.0,46.9,0.0,0.0,0.0,1.8,2.5,73.0,0.8,1.7,2.5,8.3,1.5,0.2,3.4,1.0,402
Rodney McCray,79,26.3,10.8,4.2,8.5,49.9,0.0,0.1,25.0,2.3,3.2,73.1,2.2,3.5,5.7,2.2,0.7,0.7,1.5,1.0,403
Mitchell Wiggins,82,25.9,12.4,4.9,10.9,44.8,0.1,0.4,24.1,2.6,3.5,74.2,1.7,2.3,4.0,2.3,1.3,0.1,1.7,1.0,405
Thurl Bailey,81,24.8,8.5,3.7,7.3,51.2,0.0,0.0,0.0,1.1,1.4,75.2,1.4,4.3,5.7,1.6,0.5,1.5,1.3,1.0,406
Doc Rivers,81,23.9,9.3,3.1,6.7,46.2,0.0,0.1,16.7,3.1,4.0,78.5,0.9,1.8,2.7,3.9,1.6,0.4,2.1,1.0,408
Byron Scott,74,22.1,10.6,4.5,9.3,48.4,0.1,0.5,23.5,1.5,1.9,80.6,0.7,1.5,2.2,2.4,1.1,0.3,1.6,1.0,410
Paul Thompson,82,21.1,9.0,3.8,8.1,46.7,0.1,0.5,23.1,1.4,1.8,77.2,1.5,2.3,3.8,1.5,0.8,0.5,0.9,0.0,411
Derek Harper,82,20.9,5.7,2.4,5.5,44.3,0.0,0.3,11.5,0.8,1.2,67.3,0.6,1.5,2.1,2.9,1.2,0.3,1.4,1.0,412
Fred Roberts,79,19.4,7.3,2.7,5.1,53.6,0.0,0.1,25.0,1.8,2.2,83.7,1.3,2.6,3.8,1.2,0.7,0.5,1.3,1.0,413
Rod Foster,80,17.8,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1.0,1.5,2.2,0.7,0.1,1.4,0.0,414
Jon Sundvold,73,17.6,6.9,3.0,6.7,44.5,0.1,0.5,24.3,0.9,1.0,88.9,0.3,0.9,1.2,3.3,0.4,0.0,1.1,1.0,416
Clyde Drexler*,82,17.2,7.7,3.1,6.8,45.1,0.0,0.0,25.0,1.5,2.1,72.8,1.4,1.5,2.9,1.9,1.3,0.3,1.5,1.0,417
Jim Thomas,72,16.9,6.3,2.6,5.6,46.4,0.0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1.0,0.0,418
Darrell Walker,82,16.1,7.9,2.6,6.3,41.7,0.0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2.0,3.5,1.6,0.2,2.4,1.0,419
Sidney Lowe,78,15.9,4.2,1.4,3.3,41.3,0.0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,3.4,1.2,0.1,1.4,0.0,420
Dale Ellis,67,15.8,8.2,3.4,7.4,45.6,0.2,0.4,41.4,1.3,1.8,71.9,1.6,2.1,3.7,0.8,0.6,0.1,1.2,1.0,421
Darren Daye,75,15.7,6.1,2.4,5.4,44.1,0.0,0.1,0.0,1.3,1.8,71.4,1.2,1.3,2.5,2.3,0.5,0.2,1.3,1.0,422
Sidney Green,49,13.6,5.2,2.0,4.7,43.9,0.0,0.0,0.0,1.1,1.6,71.4,1.2,2.4,3.6,0.5,0.4,0.3,1.2,1.0,424
Granville Waiters,78,13.3,3.6,1.6,3.1,51.7,0.0,0.0,0.0,0.4,0.7,60.8,0.8,2.1,2.9,0.8,0.3,1.1,0.8,1.0,425
C.J. McCollum,38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9,0.0,426
Howard Carter,55,12.5,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77.0,0.7,0.9,1.6,1.3,0.3,0.1,0.8,0.0,427
Scooter McCray,47,11.1,2.7,1.0,2.6,38.8,0.0,0.0,0.0,0.7,1.1,70.0,1.0,1.5,2.4,0.9,0.2,0.4,0.7,0.0,429
Sedale Threatt,45,10.3,3.3,1.4,3.3,41.9,0.0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0.0,0.7,1.0,430
Randy Breuer,57,8.3,2.9,1.2,3.1,38.4,0.0,0.0,0.0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1.0,434
Kris Dunn,33,16.9,4.1,1.5,4.1,37.3,0.3,0.9,29.0,0.8,1.2,62.5,0.4,1.9,2.2,2.4,1.0,0.3,1.2,0.0,436
Robbie Hummel,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0.0,0.2,0.0,437
Bob Hansen,55,7.6,2.7,1.2,2.6,44.8,0.0,0.1,0.0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6,1.0,440
Greg Kite,35,5.6,1.9,0.9,1.9,45.5,0.0,0.0,0.0,0.1,0.5,31.3,0.8,1.0,1.8,0.2,0.0,0.1,0.6,1.0,441
Terry Cummings,70,36.2,23.7,9.8,18.7,52.3,0.0,0.0,0.0,4.2,5.9,70.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9,1.0,442
Clark Kellogg,81,34.1,20.1,8.4,17.5,47.9,0.0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7,1.0,443
Quintin Dailey,76,27.4,15.1,6.2,13.3,46.6,0.1,0.3,20.0,2.7,3.7,73.0,1.1,2.3,3.4,3.7,0.9,0.1,2.7,1.0,444
Rod Higgins,82,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,1.0,445
Craig Hodges,76,26.6,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1,1.0,446
Jeff Withey,58,11.8,3.3,1.2,2.2,53.5,0.0,0.0,0.0,0.9,1.3,71.2,0.8,1.7,2.6,0.4,0.3,0.9,0.3,0.0,447
James Worthy*,77,25.6,13.4,5.8,10.0,57.9,0.0,0.1,25.0,1.8,2.9,62.4,2.0,3.1,5.2,1.7,1.2,0.8,2.3,1.0,448
Trent Tucker,78,23.5,8.4,3.8,8.3,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1.0,1.8,2.8,2.5,0.7,0.1,0.9,1.0,449
Terry Teagle,73,23.4,10.4,4.5,10.6,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1.0,1.6,2.7,2.1,0.7,0.3,1.9,1.0,450
Marc Iavaroni,80,20.2,5.1,2.0,4.4,46.2,0.0,0.0,0.0,1.0,1.4,69.0,1.5,2.7,4.1,1.0,0.4,0.6,1.7,1.0,451
Ed Nealy,82,20.0,4.4,1.8,3.0,59.5,0.0,0.0,0.0,0.9,1.4,61.4,2.1,3.8,5.9,0.8,0.8,0.1,0.6,1.0,452
Rob Williams,74,19.5,7.0,2.6,6.3,40.8,0.0,0.2,13.3,1.8,2.4,75.3,0.5,1.3,1.8,4.9,1.2,0.2,2.5,0.0,453
Brandon Davies,51,11.3,2.8,1.1,2.5,42.2,0.0,0.2,20.0,0.7,1.0,64.2,0.7,1.4,2.1,0.5,0.5,0.2,0.7,0.0,456
Lester Conner,75,18.9,4.9,1.9,4.0,47.9,0.0,0.1,0.0,1.1,1.5,69.9,0.9,2.0,2.9,3.4,1.6,0.1,1.3,1.0,457
Mark Eaton,81,18.9,4.3,1.8,4.4,41.4,0.0,0.0,0.0,0.7,1.1,65.6,1.1,4.6,5.7,1.4,0.3,3.4,1.7,1.0,458
Bill Garnett,75,18.8,6.3,2.3,4.3,53.3,0.0,0.0,0.0,1.7,2.3,74.1,1.9,3.5,5.4,1.4,0.6,0.9,1.1,0.0,459
Jeff Taylor,44,17.6,3.6,1.5,3.6,40.0,0.0,0.0,0.0,0.7,1.0,65.2,0.6,1.2,1.8,2.5,0.9,0.3,1.4,0.0,460
Jeff Taylor,77,19.6,6.1,2.2,5.2,43.1,0.7,2.0,34.4,1.0,1.3,72.8,0.7,1.3,1.9,0.8,0.6,0.2,0.6,0.0,461
Sleepy Floyd,76,16.4,8.1,3.0,6.9,42.9,0.1,0.3,40.0,2.0,2.4,83.3,0.7,1.1,1.8,1.8,0.8,0.2,1.4,1.0,463
Russ Schoene,77,15.9,6.2,2.7,5.6,47.6,0.0,0.1,25.0,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,0.0,465
John Bagley,68,14.6,5.7,2.4,5.5,43.2,0.0,0.2,0.0,0.9,1.2,76.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1.0,466
Archie Goodwin,52,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,0.0,467
LaSalle Thompson,71,13.9,5.4,2.1,4.0,51.2,0.0,0.0,0.0,1.3,1.9,65.0,1.9,3.4,5.3,0.5,0.6,0.9,1.4,1.0,469
Bruce Flowers,53,13.2,4.9,2.1,3.9,53.4,0.0,0.0,0.0,0.8,1.0,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8,0.0,470
Walker Russell,68,11.1,2.7,1.0,2.7,36.4,0.0,0.3,11.1,0.7,0.9,81.0,0.3,0.8,1.1,1.9,0.2,0.0,1.4,0.0,472
Dave Batton,54,10.3,3.3,1.6,3.5,44.5,0.0,0.1,0.0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5,0.0,475
Darren Tillis,52,10.1,3.2,1.5,3.5,42.0,0.0,0.0,0.0,0.3,0.5,57.1,0.8,1.7,2.5,0.3,0.1,0.6,0.4,0.0,476
Brook Steppe,62,9.8,4.0,1.4,2.8,47.7,0.0,0.1,14.3,1.2,1.6,76.0,0.4,0.8,1.2,1.1,0.4,0.1,0.9,1.0,477
Rory White,65,9.6,5.0,2.0,3.6,54.3,0.0,0.0,0.0,1.1,1.7,64.2,0.7,0.9,1.6,0.5,0.3,0.0,0.8,1.0,478
Andre Roberson,40,10.0,1.9,0.8,1.7,48.5,0.1,0.3,15.4,0.2,0.3,70.0,0.9,1.5,2.4,0.4,0.5,0.3,0.5,0.0,479
Linton Townes,55,9.4,4.5,1.9,4.3,44.9,0.2,0.5,36.0,0.5,0.7,73.7,0.5,0.6,1.2,0.6,0.3,0.1,0.6,0.0,480
Eddie Phillips,48,8.7,3.2,1.2,2.9,40.6,0.0,0.0,0.0,0.8,1.2,67.8,0.6,1.0,1.6,0.6,0.3,0.2,1.0,0.0,481
Jim Johnstone,23,8.3,1.3,0.5,1.3,36.7,0.0,0.0,0.0,0.4,0.9,45.0,0.7,1.3,2.0,0.5,0.1,0.3,0.7,0.0,482
Jose Slaughter,63,8.2,3.6,1.4,3.8,37.4,0.1,0.7,22.0,0.6,0.9,64.4,0.5,0.5,1.1,0.8,0.6,0.1,0.7,0.0,483
Rickey Williams,44,7.9,3.3,1.3,3.1,41.5,0.0,0.1,0.0,0.8,1.2,66.0,0.3,0.5,0.9,0.8,0.5,0.1,0.9,0.0,484
Ricky Pierce,39,6.8,2.2,0.8,2.3,37.5,0.0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,0.9,0.4,0.2,0.1,0.5,1.0,486
Mark McNamara,36,5.1,2.2,0.8,1.8,45.3,0.0,0.0,0.0,0.6,1.3,44.4,0.9,1.2,2.1,0.2,0.1,0.1,1.0,1.0,487
Scott Hastings,31,4.5,1.2,0.4,1.2,34.2,0.0,0.1,0.0,0.4,0.6,55.0,0.5,0.8,1.3,0.1,0.2,0.0,0.3,1.0,488
Kelly Tripucka,82,37.5,21.6,7.8,15.6,49.6,0.1,0.3,22.7,6.0,7.6,79.7,2.7,2.7,5.4,3.3,1.1,0.2,3.4,1.0,490
Buck Williams,82,34.5,15.5,6.3,10.7,58.2,0.0,0.0,0.0,3.0,4.7,62.4,4.2,8.0,12.3,1.3,1.0,1.0,2.9,1.0,491
Tom Chambers,81,33.1,17.2,6.8,13.0,52.5,0.0,0.0,0.0,3.5,5.7,62.0,2.6,4.3,6.9,1.8,0.7,0.6,2.7,1.0,493
Herb Williams,82,27.8,11.5,5.0,10.4,47.7,0.0,0.1,28.6,1.5,2.3,67.0,2.1,5.2,7.4,1.7,0.7,2.2,1.7,1.0,496
Elston Turner,80,25.0,8.3,3.5,8.0,44.1,0.0,0.1,0.0,1.2,1.7,70.3,1.8,2.0,3.8,2.4,0.9,0.0,1.4,1.0,499
Steve Johnson,78,22.3,12.8,5.1,8.3,61.3,0.0,0.0,0.0,2.7,4.2,64.2,1.9,3.9,5.9,1.2,0.5,1.1,2.5,1.0,500
Gene Banks,80,21.3,9.6,3.9,8.2,47.7,0.0,0.1,0.0,1.8,2.7,68.4,2.0,3.2,5.1,1.8,0.7,0.2,1.3,1.0,502
Eddie Johnson,74,20.5,9.3,4.0,8.7,45.9,0.0,0.1,9.1,1.3,2.0,66.4,1.7,2.6,4.4,1.5,0.7,0.2,1.3,1.0,503
Eddie Johnson,74,20.5,9.3,4.0,8.7,45.9,0.0,0.1,9.1,1.3,2.0,66.4,1.7,2.6,4.4,1.5,0.7,0.2,1.3,1.0,504
Danny Schayes,82,19.8,7.9,3.1,6.4,48.1,0.0,0.0,0.0,1.7,2.3,75.7,1.6,3.6,5.2,1.8,0.6,0.9,1.8,1.0,505
Rudy Macklin,79,19.2,7.0,2.7,6.1,43.4,0.0,0.0,0.0,1.7,2.2,77.5,1.4,1.9,3.3,0.6,0.5,0.3,1.4,0.0,506
Kurt Rambis,64,17.7,4.6,1.8,3.6,51.8,0.0,0.0,0.0,0.9,1.8,50.4,1.8,3.6,5.4,0.9,0.9,1.2,1.2,1.0,508
Kurt Nimphius,63,17.2,5.3,2.2,4.7,46.1,0.0,0.0,,1.0,1.7,58.3,1.5,3.2,4.7,1.0,0.3,1.3,0.9,1.0,509
Jim Brogan,63,16.3,6.3,2.6,5.8,45.3,0.1,0.5,28.1,1.0,1.3,72.6,1.0,0.9,1.9,2.5,0.8,0.2,1.3,0.0,512
John Douglas,64,16.1,7.0,2.8,6.1,46.5,0.3,0.9,30.5,1.0,1.6,65.7,0.4,1.0,1.4,2.3,0.8,0.1,1.4,0.0,513
Kevin Loder,71,16.0,6.9,2.9,6.3,46.4,0.0,0.2,0.0,1.1,1.5,72.0,1.0,1.8,2.7,1.2,0.5,0.4,1.0,0.0,514
Orlando Woolridge,75,15.8,7.3,2.7,5.3,51.3,0.0,0.0,0.0,1.9,2.7,69.9,1.1,1.9,3.0,1.1,0.3,0.3,1.4,1.0,515
Alton Lister,80,14.8,4.5,1.9,3.6,51.9,0.0,0.0,0.0,0.8,1.5,52.0,1.4,3.5,4.8,1.1,0.2,1.5,1.6,1.0,516
Larry Nance,80,14.8,6.6,2.8,5.5,52.1,0.0,0.0,0.0,0.9,1.5,64.1,1.2,2.0,3.2,1.0,0.5,0.9,1.3,1.0,517
Danny Vranes,77,14.0,4.9,1.9,3.4,54.6,0.0,0.0,0.0,1.2,1.9,60.1,0.9,1.6,2.6,0.7,0.4,0.3,0.9,1.0,518
Ed Rains,49,13.0,3.9,1.6,3.6,43.5,0.0,0.0,0.0,0.8,1.3,59.4,0.8,0.9,1.6,0.8,0.4,0.0,0.5,0.0,519
Jim Smith,72,11.9,2.9,1.2,2.3,50.9,0.0,0.0,,0.5,1.2,45.9,1.0,1.5,2.5,0.6,0.3,0.7,0.7,0.0,521
Jeff Lamp,54,11.4,4.6,1.9,3.6,51.0,0.0,0.0,0.0,0.9,1.1,82.0,0.4,0.7,1.2,0.5,0.3,0.0,0.8,1.0,522
Charlie Davis,54,10.6,3.8,1.6,3.4,47.8,0.0,0.0,0.0,0.6,0.7,81.1,1.0,1.5,2.5,0.6,0.2,0.2,0.8,0.0,525
Danny Ainge,53,10.6,4.1,1.5,4.2,35.7,0.1,0.3,29.4,1.1,1.2,86.2,0.5,0.6,1.1,1.6,0.7,0.1,1.0,1.0,526
Mike McGee,39,9.0,4.9,2.1,4.4,46.5,0.0,0.1,0.0,0.8,1.4,58.5,0.9,0.4,1.3,0.4,0.5,0.1,0.9,1.0,527
Alex Bradley,39,8.5,3.5,1.4,2.6,52.4,0.0,0.0,0.0,0.7,1.2,60.4,0.8,0.9,1.7,0.3,0.3,0.1,0.7,0.0,529
Franklin Edwards,42,6.9,3.6,1.5,3.6,43.3,0.0,0.2,0.0,0.5,0.6,74.1,0.2,0.4,0.6,1.1,0.4,0.1,0.6,1.0,532
Bobby Cattage,49,6.9,3.1,1.2,2.8,44.4,0.0,0.0,0.0,0.6,0.8,73.2,0.4,1.0,1.5,0.1,0.1,0.0,0.4,0.0,533
Charles Bradley,51,6.6,3.0,1.1,2.4,45.1,0.0,0.0,0.0,0.8,1.2,67.7,0.2,0.5,0.7,0.4,0.3,0.1,0.7,0.0,534
Kevin McKenna,36,6.6,1.9,0.8,2.4,32.2,0.0,0.1,0.0,0.3,0.5,64.7,0.5,0.3,0.8,0.4,0.3,0.1,0.6,1.0,535
Joe Barry Carroll,82,35.6,18.9,7.5,15.3,49.1,0.0,0.0,0.0,3.8,5.4,71.6,3.3,5.9,9.3,1.4,0.6,1.5,3.0,1.0,536
Darrell Griffith,81,35.4,20.6,8.8,19.1,46.4,0.1,0.6,19.2,2.8,4.0,71.6,1.0,2.6,3.6,2.4,1.3,0.5,2.9,1.0,537
Larry Smith,82,31.4,9.6,3.7,7.2,51.2,0.0,0.0,0.0,2.2,3.7,58.8,5.3,6.8,12.1,1.1,0.8,0.8,1.8,1.0,538
Kelvin Ransey,80,30.4,15.2,6.6,14.5,45.2,0.0,0.4,9.7,2.1,2.7,74.9,0.5,1.9,2.4,6.9,1.1,0.1,2.9,1.0,540
Malcolm Delaney,33,16.4,5.3,2.0,5.3,37.1,0.2,1.4,17.4,1.1,1.3,86.0,0.2,1.5,1.6,2.8,0.4,0.0,1.5,0.0,541
Otto Porter,37,8.6,2.1,0.9,2.5,36.3,0.1,0.6,19.0,0.2,0.3,66.7,0.6,1.0,1.5,0.3,0.2,0.0,0.4,0.0,542
Darwin Cook,81,24.4,11.2,4.7,10.1,46.8,0.1,0.3,24.0,1.6,2.2,73.3,1.2,1.7,2.9,3.7,1.7,0.4,2.2,1.0,546
Andrew Toney,75,23.6,12.9,5.3,10.7,49.5,0.1,0.4,31.0,2.1,3.0,71.2,0.4,1.5,1.9,3.6,0.8,0.1,2.9,1.0,547
Cedrick Hordges,68,23.5,8.4,3.3,7.1,46.0,0.0,0.0,0.0,1.9,2.7,69.9,1.8,5.0,6.7,1.5,0.5,0.3,1.8,0.0,548
Calvin Garrett,70,23.4,6.1,2.7,5.9,45.3,0.0,0.0,33.3,0.7,0.9,80.6,1.2,2.6,3.8,1.9,0.7,0.1,1.3,0.0,549
Don Collins,81,22.8,11.5,4.4,10.0,44.4,0.0,0.1,0.0,2.6,3.4,77.6,1.6,1.7,3.3,2.3,1.3,0.3,2.1,1.0,550
Louis Orr,82,21.8,10.5,4.2,8.6,49.1,0.0,0.1,0.0,2.0,2.5,80.7,2.1,2.3,4.4,1.6,0.7,0.3,1.5,1.0,551
Reggie Johnson,79,21.7,10.2,4.3,8.6,49.9,0.0,0.0,0.0,1.6,2.4,66.3,1.7,2.9,4.5,1.0,0.6,0.6,1.6,0.0,552
Larry Drew,76,20.8,6.6,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,3.3,1.2,0.1,2.2,1.0,553
Larry Drew,76,20.8,6.6,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,3.3,1.2,0.1,2.2,0.0,554
Kevin McHale*,82,20.1,10.0,4.3,8.1,53.3,0.0,0.0,0.0,1.3,1.9,67.9,1.9,2.5,4.4,0.7,0.3,1.8,1.3,1.0,555
Lowes Moore,71,19.8,7.0,3.0,6.7,44.4,0.1,0.4,14.8,1.0,1.3,75.0,0.6,1.8,2.4,3.2,0.9,0.2,1.5,0.0,556
Johnny Moore,82,19.2,7.4,3.0,6.3,47.9,0.0,0.2,5.3,1.3,2.1,61.0,0.7,1.7,2.4,4.5,1.5,0.3,1.9,1.0,558
Kyle Macy,82,17.9,8.1,3.3,6.5,51.1,0.1,0.6,23.5,1.3,1.5,89.9,0.5,1.1,1.6,2.0,0.9,0.1,1.2,1.0,560
Bill Hanzlik,74,17.0,5.4,1.9,3.9,47.8,0.0,0.1,20.0,1.6,2.0,79.3,0.9,1.2,2.1,1.5,0.8,0.3,1.1,1.0,561
Solomon Hill,28,8.1,1.7,0.6,1.4,42.5,0.3,0.8,30.4,0.2,0.3,85.7,0.3,1.1,1.5,0.4,0.2,0.1,0.5,0.0,562
Edgar Jones,60,15.8,8.7,3.2,6.0,52.9,0.0,0.1,0.0,2.4,3.6,67.0,1.5,2.9,4.4,0.7,0.6,1.4,1.7,1.0,563
Sam Worthen,64,14.8,3.7,1.5,3.0,49.5,0.0,0.1,0.0,0.7,0.9,75.0,0.3,1.5,1.8,1.8,0.9,0.1,1.4,0.0,564
James Johnson,65,11.6,3.9,1.5,3.2,45.2,0.2,0.7,32.6,0.8,1.1,72.9,0.5,1.4,2.0,0.7,0.3,0.7,0.9,1.0,566
Lorenzo Romar,53,13.7,4.1,1.6,4.0,41.2,0.0,0.1,33.3,0.8,1.2,68.3,0.2,0.9,1.1,2.6,0.5,0.1,1.0,1.0,567
Butch Carter,54,12.4,5.6,2.1,4.6,46.2,0.1,0.2,30.0,1.3,1.8,73.7,0.6,0.6,1.2,1.0,0.4,0.0,0.9,1.0,570
James Wilkes,48,11.3,4.1,1.8,3.8,46.2,0.0,0.0,0.0,0.6,0.9,69.0,0.8,1.3,2.0,0.6,0.5,0.3,0.7,0.0,573
Shabazz Muhammad,37,7.8,3.9,1.5,3.4,46.0,0.1,0.3,27.3,0.7,1.1,65.0,0.6,0.8,1.4,0.2,0.2,0.0,0.4,0.0,574
Earl Cureton,52,10.2,4.2,1.8,3.9,45.4,0.0,0.0,0.0,0.6,1.2,51.6,1.0,2.0,3.0,0.5,0.4,0.4,0.6,1.0,577
Billy Reid,59,10.1,3.2,1.4,3.1,45.4,0.0,0.1,0.0,0.4,0.7,56.4,0.5,0.6,1.0,1.2,0.6,0.1,1.3,0.0,578
Mike Harper,55,8.4,2.7,1.0,2.5,41.2,0.0,0.1,0.0,0.7,1.5,43.5,0.5,1.2,1.7,0.3,0.4,0.4,0.6,0.0,581
Mike Niles,44,5.3,2.6,1.1,3.1,34.8,0.0,0.1,50.0,0.4,0.8,45.9,0.6,0.7,1.3,0.3,0.2,0.0,0.6,0.0,582
Dionte Christmas,31,6.4,2.3,0.7,2.0,35.5,0.3,1.0,29.0,0.6,0.8,75.0,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.0,584
Damian Lillard,82,38.6,19.0,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,0.5,2.6,3.1,6.5,0.9,0.2,3.0,1.0,585
